,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
874,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/gupshup-technology-india-pvt-ltd,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",GupShup,$1B,$484M
875,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/clarify-health-solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/puqbektrgjashmfo3u66,Clarify Health Solutions,$1B,$328M
876,India,Asia,Mando Corporation,https://www.crunchbase.com/organization/faaso-s,https://images.crunchbase.com/image/upload/t_cb-default-original/rdtycszowxwvjww6lvwp,Rebel Foods,$1B,$514M
877,United States,North America,Thoma Bravo,https://www.crunchbase.com/organization/figment-networks,https://images.crunchbase.com/image/upload/t_cb-default-original/wum9cvcvq9cqu74t00hp,Figment,$1B,$164M
878,United States,North America,Shopify,https://www.crunchbase.com/organization/yotpo,https://images.crunchbase.com/image/upload/t_cb-default-original/ovs50claenchnheohzm9,Yotpo,$1B,$436M
879,United States,North America,Coatue,https://www.crunchbase.com/organization/panther-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/lbhvh7dkujorzvdy6cnf,Panther,$1B,$141M
880,United States,North America,Vista Credit Partners,https://www.crunchbase.com/organization/videoamp,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VideoAmp,$1B,$532M
881,United States,North America,CrowdStrike Falcon Fund,https://www.crunchbase.com/organization/saltsecurity,https://images.crunchbase.com/image/upload/t_cb-default-original/pacbd6c3hceag39c2d4v,Salt Security,$1B,$271M
882,United States,North America,Brookfield Growth,https://www.crunchbase.com/organization/envoy,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Envoy,$1B,$170M
883,Belgium,Europe,"Alkeon Capital, Coatue",https://www.crunchbase.com/organization/deliverect,https://images.crunchbase.com/image/upload/t_cb-default-original/rpgsaioxf4nmvqq0akrm,Deliverect,$1B,$237M
884,United States,North America,"Kleiner Perkins, Lightspeed Venture Partners",https://www.crunchbase.com/organization/dexterity-93d4,https://images.crunchbase.com/image/upload/t_cb-default-original/xsjh6bdueqbr5hxbcjhg,Dexterity,$1B,$196M
885,United States,North America,"Andreessen Horowitz, BAM Elevate",https://www.crunchbase.com/organization/astranis,https://images.crunchbase.com/image/upload/t_cb-default-original/zzsuroezi7yfy6zhlqkp,Astranis,$1B,$703M
886,United States,North America,Wellington Management,https://www.crunchbase.com/organization/away-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Away,$1B,$181M
887,Spain,Europe,Mutua Madrileña,https://www.crunchbase.com/organization/cabify,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cabify,$1B,$472M
888,United Kingdom,Europe,The Twenty Minute VC,https://www.crunchbase.com/organization/tripledot-studios,https://images.crunchbase.com/image/upload/t_cb-default-original/ejd3fymiabp8bzamwoya,Tripledot Studios,$1B,$252M
889,India,Asia,Sequoia Capital,https://www.crunchbase.com/organization/pristyn-care,https://images.crunchbase.com/image/upload/t_cb-default-original/nfhkqjstggenitsovlc2,Pristyn Care,$1B,$177M
890,United States,North America,Alumni Ventures,https://www.crunchbase.com/organization/coda-add7,https://images.crunchbase.com/image/upload/t_cb-default-original/ijpx5jhntmqqd73f8ywt,Coda,$1B,$240M
891,Sweden,Europe,"Blackstone Group, EQT",https://www.crunchbase.com/organization/epidemic-sound,https://images.crunchbase.com/image/upload/t_cb-default-original/wiizhpao8cgbaydc9lgd,Epidemic Sound,$1B,$509M
892,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/papa-technologies-llc,https://images.crunchbase.com/image/upload/t_cb-default-original/f41f046afebf492aa35d3c1b4e2413f8,Papa,$1B,$241M
893,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/konghq,https://images.crunchbase.com/image/upload/t_cb-default-original/zwo4m5iqzu6nq1kpyz79,Kong,$1B,$249M
894,Philippines,Asia,Susquehanna International Group (SIG),https://www.crunchbase.com/organization/voyager-innovations,https://images.crunchbase.com/image/upload/t_cb-default-original/suk5uzvp4yas5oloi6a0,Voyager Innovations,$1B,$502M
895,United States,North America,"Riverwood Capital, Sapphire Ventures",https://www.crunchbase.com/organization/degreed,https://images.crunchbase.com/image/upload/t_cb-default-original/ybqvrhunwsneyc2vyyt8,Degreed,$1B,$390M
896,United States,North America,"Goodwater Capital, T. Rowe Price",https://www.crunchbase.com/organization/stash-5,https://images.crunchbase.com/image/upload/t_cb-default-original/ey5cs0lj1cyrlmxpnr6s,Stash,$1B,$426M
897,Israel,Asia,Alkeon Capital,https://www.crunchbase.com/organization/firebolt-analytics,https://images.crunchbase.com/image/upload/t_cb-default-original/u51ufnu0qchzwgkmkbvk,Firebolt,$1B,$264M
898,India,Asia,Jump Crypto,https://www.crunchbase.com/organization/hike,https://images.crunchbase.com/image/upload/t_cb-default-original/xlbvzp2ab7ykvtfrwksq,Hike,$1B,$261M
899,United States,North America,"Mitsubishi UFJ Financial Group, Standard Chartered Bank",https://www.crunchbase.com/organization/symphony-3,https://images.crunchbase.com/image/upload/t_cb-default-original/lwcqobhzjasmj595l5k3,Symphony Communication Services,$1B,$511M
900,United States,North America,In-Q-Tel,https://www.crunchbase.com/organization/taxbit,https://images.crunchbase.com/image/upload/t_cb-default-original/ou7qwnslhix71fxlg7h9,TaxBit,$1B,$253M
901,United States,North America,Hanaco Venture Capital,https://www.crunchbase.com/organization/route-b905,https://images.crunchbase.com/image/upload/t_cb-default-original/iquak9ngbgafzungmdpn,Route,$1B,$289M
902,Singapore,Asia,Moore Strategic Ventures,https://www.crunchbase.com/organization/nium,https://images.crunchbase.com/image/upload/t_cb-default-original/z2wwvvwxmif54cxolbwf,Nium,$1B,$338M
903,United States,North America,B Capital,https://www.crunchbase.com/organization/phenom-people,https://images.crunchbase.com/image/upload/t_cb-default-original/o1j9jq8i1hizm1rilb1p,Phenom,$1B,$161M
904,Spain,Europe,SoftBank Vision Fund,https://www.crunchbase.com/organization/travelperk,https://images.crunchbase.com/image/upload/t_cb-default-original/of04qsauezywyopwvzdk,TravelPerk,$1B,$530M
905,United States,North America,"AEI Horizon X, Alan Howard",https://www.crunchbase.com/organization/sparkcognition,https://images.crunchbase.com/image/upload/t_cb-default-original/nnhovt4nvsbqz46iz2l5,SparkCognition,$1B,$286M
906,China,Asia,Guangzhou Industrial Investment Group,https://www.crunchbase.com/organization/cansemi,https://images.crunchbase.com/image/upload/t_cb-default-original/fcqnahjhoqtmnzt6vngd,CanSemi,$1B,$981M
907,United Kingdom,Europe,Mitsubishi Corporation,https://www.crunchbase.com/organization/ovo-energy-2,https://images.crunchbase.com/image/upload/t_cb-default-original/yankrqmwqcxepllcllvb,OVO Energy,$1B,$581M
908,Brazil,South America,"BBVA, Propel",https://www.crunchbase.com/organization/banco-neon,https://images.crunchbase.com/image/upload/t_cb-default-original/jzuz4fnetpldqflif8gk,Neon,$1B,$827M
909,China,Asia,"Asia Investment Fund, Harvest Global Investments",https://www.crunchbase.com/organization/xingji-meizu,https://images.crunchbase.com/image/upload/t_cb-default-original/p57t5sqoaupz8nptw75n,Xingji Meizu,$1B,$276M
910,,,,https://www.crunchbase.com/organization/longi-hydrogen-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/146a4c2f479a429591b81a7e83c7931e,LONGi Hydrogen Energy,$1B,$138M
911,United States,North America,Trish Costello,https://www.crunchbase.com/organization/everlywell,https://images.crunchbase.com/image/upload/t_cb-default-original/k7jiffhic6gxkwljmtyh,EverlyWell,$1B,$250M
912,United States,North America,The Carlyle Group,https://www.crunchbase.com/organization/grand-rounds,https://images.crunchbase.com/image/upload/t_cb-default-original/nzvy76vpe8gyehm2mbt7,Included Health,$1B,$344M
913,United States,North America,Silver Lake Waterman,https://www.crunchbase.com/organization/movableink,https://images.crunchbase.com/image/upload/t_cb-default-original/bvngiyhfpjwff6crjw3m,Movable Ink,$1B,$97M
914,United States,North America,"Goldman Sachs, Prosperity7 Ventures",https://www.crunchbase.com/organization/memsql,https://images.crunchbase.com/image/upload/t_cb-default-original/i7ncj33fpuekgbjtxydq,SingleStore,$1B,$414M
915,United States,North America,T. Rowe Price,https://www.crunchbase.com/organization/epirus,https://images.crunchbase.com/image/upload/t_cb-default-original/rs7bz1stxf8irxqj8pme,Epirus,$1B,$287M
916,United States,North America,ION Crossover Partners,https://www.crunchbase.com/organization/at-bay,https://images.crunchbase.com/image/upload/t_cb-default-original/mwi8yrselgoygb1ay1qm,At-Bay,$1B,$296M
917,China,Asia,Tencent,https://www.crunchbase.com/organization/koudai,https://images.crunchbase.com/image/upload/t_cb-default-original/meiafibox2dvfajpagcf,Weidian Group,$1B,$368M
918,China,Asia,"JD.com, Sunac China Holdings",https://www.crunchbase.com/organization/leshi-zhixin-electronics-technology-tianjin,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",New Leshi Smart Home,$1B,$2B
919,United States,North America,General Catalyst,https://www.crunchbase.com/organization/maven-clinic,https://images.crunchbase.com/image/upload/t_cb-default-original/wvytnlctkllv01wxf0dr,Maven Clinic,$1B,$292M
920,Australia,Oceania,TCV,https://www.crunchbase.com/organization/employment-hero,https://images.crunchbase.com/image/upload/t_cb-default-original/ihrponnxzfuv1xwgwg5i,Employment Hero,$1B,$460M
921,China,Asia,Tencent,https://www.crunchbase.com/organization/jaguar-microsystems,https://images.crunchbase.com/image/upload/t_cb-default-original/dk0atn27s2rkyilb4xi0,Jaguar Microsystems,$1B,$0
922,United States,North America,Owl Rock Capital,https://www.crunchbase.com/organization/signifyd,https://images.crunchbase.com/image/upload/t_cb-default-original/etuwqgkgfljdhgira7ea,Signifyd,$1B,$409M
923,South Korea,Asia,,https://www.crunchbase.com/organization/gp-club,https://images.crunchbase.com/image/upload/t_cb-default-original/dvfhqokdca3iybickgxc,GP Club,$1B,$67M
924,South Korea,Asia,GIC,https://www.crunchbase.com/organization/ridi,https://images.crunchbase.com/image/upload/t_cb-default-original/decj3bops2jyxow7mhbj,RIDI,$1B,$181M
925,Saudi Arabia,Asia,Western Union,https://www.crunchbase.com/organization/stc-pay,https://images.crunchbase.com/image/upload/t_cb-default-original/k1im4etfe1ucnaefyaru,stc pay,$1B,$200M
926,United States,North America,"Baillie Gifford, Marshall Wace",https://www.crunchbase.com/organization/humaninterest,https://images.crunchbase.com/image/upload/t_cb-default-original/z9th9zndksdexzlxpnzk,Human Interest,$1B,$740M
927,United States,North America,Alpha Wave Global,https://www.crunchbase.com/organization/athletic-greens,https://images.crunchbase.com/image/upload/t_cb-default-original/vlbozzdfrzkg1eajykic,Athletic Greens,$1B,$115M
928,United States,North America,"Bezos Expeditions, Sequoia Capital",https://www.crunchbase.com/organization/pilot-a94a,https://images.crunchbase.com/image/upload/t_cb-default-original/qamftpaddhg6fbkog65x,Pilot,$1B,$172M
929,China,Asia,"Gopher Asset Management, IDG Capital",https://www.crunchbase.com/organization/kr-space,https://images.crunchbase.com/image/upload/t_cb-default-original/eqbwinhi8mevgdwqzdfd,Kr Space,$1B,$482M
930,United States,North America,SOFTBANK Latin America Ventures,https://www.crunchbase.com/organization/loadsmart,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Loadsmart,$1B,$336M
931,United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/stord,https://images.crunchbase.com/image/upload/t_cb-default-original/tc7bqfhuvquckzltdwwp,Stord,$1B,$325M
932,United States,North America,Kleiner Perkins,https://www.crunchbase.com/organization/intercom,https://images.crunchbase.com/image/upload/t_cb-default-original/tfq3os8meppps7cx93zh,Intercom,$1B,$241M
933,United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/yugabyte,https://images.crunchbase.com/image/upload/t_cb-default-original/e7ei9zlsvnuzonw02qin,Yugabyte,$1B,$291M
934,United States,North America,Accel,https://www.crunchbase.com/organization/cointracker,https://images.crunchbase.com/image/upload/t_cb-default-original/plkohoyguwoklrdh2azf,CoinTracker,$1B,$102M
935,United States,North America,Left Lane Capital,https://www.crunchbase.com/organization/itrustcapital-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/exu1dw0jamcfpiyr8mzl,iTrustCapital Inc.,$1B,$128M
936,Mexico,North America,"QED Investors, Tarsadia Capital",https://www.crunchbase.com/organization/konfio,https://images.crunchbase.com/image/upload/t_cb-default-original/46e12c99fb1a4bff98931f99e8c06ab5,Konfio,$1B,$378M
937,Singapore,Asia,"Guggenheim Investments, Qatar Investment Authority",https://www.crunchbase.com/organization/one-championship,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ONE Championship,$1B,$515M
938,United States,North America,Zeev Ventures,https://www.crunchbase.com/organization/domestika,https://images.crunchbase.com/image/upload/t_cb-default-original/lpm9j7n4wcyz75xgmaqb,Domestika,$1B,$130M
939,United States,North America,Treasury,https://www.crunchbase.com/organization/betterment,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Betterment,$1B,$335M
940,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/flock-freight,https://images.crunchbase.com/image/upload/t_cb-default-original/tsnum4qydjsursrdasss,Flock Freight,$1B,$399M
941,China,Asia,Warburg Pincus,https://www.crunchbase.com/organization/haihe-biopharma,https://images.crunchbase.com/image/upload/t_cb-default-original/obvbadtayebqnsfefvcj,Haihe Biopharma,$1B,$318M
942,United States,North America,Silver Rock Group,https://www.crunchbase.com/organization/doc-com,https://images.crunchbase.com/image/upload/t_cb-default-original/smgdnjdpxh5w0yllwy7a,Doc.com,$1B,$300M
943,United States,North America,Animoca Capital,https://www.crunchbase.com/organization/libra,https://images.crunchbase.com/image/upload/t_cb-default-original/m0tmlayykregdo80bmwo,Lukka,$1B,$201M
944,Australia,Oceania,"Coatue, Index Ventures",https://www.crunchbase.com/organization/linktree,https://images.crunchbase.com/image/upload/t_cb-default-original/eeq5ozmnpex2kgl1wfzt,Linktree,$1B,$166M
945,United States,North America,Intel Capital,https://www.crunchbase.com/organization/biofourmis-pte-ltd,https://images.crunchbase.com/image/upload/t_cb-default-original/ikqlrze06etnr0exnk4d,Biofourmis,$1B,$464M
946,United States,North America,GIC,https://www.crunchbase.com/organization/liftee,https://images.crunchbase.com/image/upload/t_cb-default-original/qttgvyhpcf5giahkaqlz,Zum,$1B,$341M
947,United States,North America,Insight Partners,https://www.crunchbase.com/organization/distrokid,https://images.crunchbase.com/image/upload/t_cb-default-original/xpt72zdhjupxn2969cqh,DistroKid,$1B,$0
948,United States,North America,Nuovo Plus,https://www.crunchbase.com/organization/24m-technologies,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",24M Technologies,$1B,$182M
949,United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/clipboard-health,https://images.crunchbase.com/image/upload/t_cb-default-original/yleuepzj2qrmuc8ka4gm,Clipboard Health,$1B,$94M
950,Israel,Asia,Volvo Group Venture Capital,https://www.crunchbase.com/organization/optibus,https://images.crunchbase.com/image/upload/t_cb-default-original/ouhhlzyl5s6zskmibs39,Optibus,$1B,$260M
951,United States,North America,,https://www.crunchbase.com/organization/equashield-medical,https://images.crunchbase.com/image/upload/t_cb-default-original/i7lfgtvg5y0g12dj7yuf,Equashield,$1B,$0
952,United States,North America,Sixth Street,https://www.crunchbase.com/organization/master-control-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/cksxbntph2rmi1qtaxut,MasterControl,$1B,$150M
953,India,Asia,NIIF,https://www.crunchbase.com/organization/ather-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/peetwaecvi1rindpmfn2,Ather Energy,$1B,$526M
